,Normal Epochs,Apnea Epochs
O1a-FRd,-0.0007100457980109316,-0.0010327966878630336
O1a-FRt,-7.255428712986816e-05,0.00022595928361063798
O1a-FRa,-0.0009714911479286658,-0.0006773041571361457
O1a-FRs,-0.00013468932571908824,0.00024397039287033136
O1a-FRb,0.0014257853241009656,0.0029554938124553318
O1a-C4d,0.00018162569500964018,0.00027107486223270337
O1a-C4t,0.001852694883635702,0.003947784229343743
O1a-C4a,-0.001082224132207342,-0.0012725488831460971
O1a-C4s,0.0020939383615192495,0.004372331558809299
O1a-C4b,0.0006060854510977782,0.0015722128213494727
O1a-O2d,0.0019456398821235794,0.0042943132152086505
O1a-O2t,-0.0007012595567394673,-0.0009462543970524392
O1a-O2a,-0.0015026347185584726,-0.0013414698171375823
O1a-O2s,0.0013906603595970949,0.0025371874378392967
O1a-O2b,0.0021901506662670663,0.0050728783051303405
O1s-O1b,0.0021398783739108875,0.004314765970836077
O1s-FRd,-0.0005456517084314984,-0.0016198382635418615
O1s-FRt,-0.0001272000535494752,-1.0264306513498826e-05
O1s-FRa,-0.002720168947543805,-0.0043889779642438485
O1s-FRs,-0.007110614621864094,-0.007952869034077058
O1s-FRb,0.0020520103547941085,0.004999892771855359
O1s-C4d,-0.00012195737439607973,-0.00016050657257600268
O1s-C4t,0.0008793291983243603,0.002321801894703114
O1s-C4a,0.0013073195619767097,0.002884764427797722
O1s-C4s,-0.0038035585847432697,-0.0032829339093725187
O1s-C4b,-0.0015146227321619593,-0.003717751305313198
O1s-O2d,0.0031097730287383417,0.007042153519510525
O1s-O2t,0.0030181267636730466,0.00902265931340385
O1s-O2a,0.0024489313547384943,0.005767906166297038
O1s-O2s,-0.00035948920287361553,0.0003739124813026422
O1s-O2b,0.001253539766226937,0.003305423764779019
O1b-FRd,0.0015430555718801897,0.0038357210664428363
O1b-FRt,0.000103147605634977,0.00041914527485012237
O1b-FRa,0.002502539601353048,0.005774900822758174
O1b-FRs,0.0022370133133658896,0.005257289080615113
O1b-FRb,0.0043194914677737424,0.005830672106000865
O1b-C4d,-0.0002094692867296136,-0.0002768735231853109
O1b-C4t,-0.0003726777941844717,-0.0009097377965994434
O1b-C4a,0.0012059692572796393,0.003625964944772583
O1b-C4s,0.001522501643889711,0.003262837484439685
O1b-C4b,0.00413416780930004,0.00796546515542788
O1b-O2d,0.0029228456308556055,0.007461084725058463
O1b-O2t,0.0019032847818072226,0.004688608893372712
O1b-O2a,0.004233911605948449,0.009338323624191775
O1b-O2s,0.00105763469024358,0.002429640575516876
O1b-O2b,0.0008491469362108782,0.002374999487570032
FRd-FRt,-0.0014521966852726817,-0.0004958441669789184
FRd-FRa,-0.002328410702856424,-0.0026223081142440216
FRd-FRs,0.00017401379559772715,0.0004652724740612267
FRd-FRb,-0.0002820153526246012,0.000520914155283318
FRd-C4d,0.002093857812235052,0.002605042029836361
FRd-C4t,-0.006251503481762491,-0.007583976962148113
FRd-C4a,-0.00248013584183478,-0.003920259575530613
FRd-C4s,-0.002783855470922859,-0.005092062263216362
FRd-C4b,-0.0032007599906108235,-0.0044687340012271115
FRd-O2d,5.654359848567853e-05,0.0002847139562579272
FRd-O2t,0.0008979177554293109,0.0017255757113551554
FRd-O2a,0.0011845423164356752,0.002706074650645345
FRd-O2s,0.0008150623033740837,0.002187654748854502
FRd-O2b,0.0011811694845682858,0.003836909765065722
FRt-FRa,-0.004356241736855867,-0.0054035244761185975
FRt-FRs,-0.0021339379860550204,-0.003215620183645387
FRt-FRb,-0.0034953200438553786,-0.004921902291416312
FRt-C4d,-0.00274730931750631,-0.002745765866990289
FRt-C4t,-0.0014071620609457044,-0.0005776945509637155
FRt-C4a,0.000233849595034118,0.0011796388364885232
FRt-C4s,-0.0006787679214496879,-0.0010887886822651084
FRt-C4b,-0.003919259209869459,-0.00677858707417017
FRt-O2d,-0.0033066241534407056,-0.005298039425395516
FRt-O2t,-0.00168943808735748,-0.00251781528111998
FRt-O2a,0.00032379913157182363,0.0009492399754367925
FRt-O2s,-0.0003899747177212564,-0.0007339242955590623
FRt-O2b,-6.642840116978872e-05,-6.484927965324516e-05
FRa-FRs,-0.0025943011591691755,-0.0020995433546856083
FRa-FRb,-0.0007454773953688677,-0.0004178927540534116
FRa-C4d,-0.004597080176375811,-0.005754714551298021
FRa-C4t,-0.0035470790143148933,-0.0048318131817536285
FRa-C4a,-0.0018067633900088777,-0.0006924531789212995
FRa-C4s,-0.002257372156074699,-0.002944770149762019
FRa-C4b,-0.0018751978845039066,-0.0029503213684424837
FRa-O2d,-0.002872981504062152,-0.004351720254490465
FRa-O2t,-0.0028382248151013036,-0.004927543143888418
FRa-O2a,-0.0002537615367379181,-0.0010571222211742568
FRa-O2s,-0.0013303616010763237,-0.0017325133142182148
FRa-O2b,0.0004622279360144949,0.0011468620781710296
FRs-FRb,-0.0007746394277845777,-0.0002783279323495235
FRs-C4d,-0.002173807898509221,-0.002957117109766443
FRs-C4t,-0.005224428524468661,-0.009007237652340407
FRs-C4a,-0.004828521420007979,-0.007044027022097917
FRs-C4s,-4.746381838649899e-05,0.00116431097607519
FRs-C4b,-0.003268164758808763,-0.004888511962487916
FRs-O2d,-0.0029983638085707667,-0.005690714731325071
FRs-O2t,-0.0023487386391251963,-0.00459299537318463
FRs-O2a,0.000703898169416896,0.0021484136550508444
FRs-O2s,-0.0013210559974917767,-0.0004015562239694656
FRs-O2b,0.0030181269267219486,0.005802907655549635
FRb-C4d,-0.0043146263521406155,-0.007408581029785928
FRb-C4t,-0.005677954845275585,-0.009982506770487738
FRb-C4a,-0.001252405904130283,-0.0014589856947773744
FRb-C4s,0.0013153833302303217,0.002951738637603735
FRb-C4b,-0.0014584888982756522,-0.0018408169594938992
FRb-O2d,-0.0002582550022628769,0.0004182796447100722
FRb-O2t,-0.0007417364414348135,-0.0012779407891234792
FRb-O2a,0.001241081825076836,0.0036428697395615743
FRb-O2s,0.005327774879742553,0.013228790795614953
FRb-O2b,0.005886340863345173,0.009106357018002182
C4d-C4t,-0.0046050098226404525,-0.005207189093514466
C4d-C4a,-0.002255399812583095,-0.002994849005754212
C4d-C4s,-0.0012251002724017693,-0.0016149937665213524
C4d-C4b,-0.0027784732876423913,-0.003242576300941094
C4d-O2d,0.0003871943773820721,8.953565299096278e-05
C4d-O2t,0.0032382397039028726,0.005788569445612079
C4d-O2a,0.0011152853890680828,0.0025324977673884357
C4d-O2s,0.0003834458143419085,0.0008457229097457844
C4d-O2b,6.183752908738168e-06,0.0005933384922965797
C4t-C4a,-0.0037859595765936194,-0.004931950511332518
C4t-C4s,-0.0011536537233606096,-0.0021783070030823547
C4t-C4b,-0.003253635103042858,-0.004395866854520435
C4t-O2d,-0.0021617420720209625,-0.0035103804226015527
C4t-O2t,0.001317172911269102,0.001396968885235527
C4t-O2a,0.0007136955530540055,0.0013639213955723667
C4t-O2s,-0.0011939603139337561,-0.0025503976636759213
C4t-O2b,-0.000972781135355479,-0.0020166315084364584
C4a-C4s,-0.0008245546669506654,-0.0005060950100934621
C4a-C4b,-0.0021781037776286085,-0.004061760905304459
C4a-O2d,-0.00058370671424513,-0.0010017075174271269
C4a-O2t,-0.0007022775948595766,-0.0010981357343204298
C4a-O2a,-0.001610538022324235,-0.002107276754769933
C4a-O2s,-0.000588909537930745,-0.0006971908118195775
C4a-O2b,0.0020674951045752347,0.0052223301167107624
C4s-C4b,0.0012085964050321024,0.0027826401380161596
C4s-O2d,0.0010518224756545596,0.0017455549769057892
C4s-O2t,1.4881551772527829e-05,0.00017036023047994978
C4s-O2a,0.004315685308777686,0.009610736264926933
C4s-O2s,-0.0022106939020454987,-0.001472072228942061
C4s-O2b,0.0019600476580640003,0.005219241332417265
C4b-O2d,-0.00175871277747932,-0.003178863428315027
C4b-O2t,-0.0010692004143012755,-0.0020693948010684607
C4b-O2a,0.0015445737881336632,0.003952573453116207
C4b-O2s,-4.6808470069469985e-05,0.0011543526053567532
C4b-O2b,0.0027844667637612953,0.003275320597310262
O2d-O2t,0.001292286610527433,0.001256107399194539
O2d-O2a,0.0031489381710369017,0.005683287879512016
O2d-O2s,0.0007335599907141554,0.0014942201759399094
O2d-O2b,0.0011487754287849506,0.002723693542630368
O2t-O2a,-0.0006505077867364201,-0.0005796568973193044
O2t-O2s,0.003581216952455483,0.007693322547721528
O2t-O2b,0.0010970697746502981,0.002621962763921329
O2a-O2s,0.002939940266663989,0.004404684494415714
O2a-O2b,0.0024691592769295794,0.005766924338771604
O2s-O2b,0.0037542134221518,0.007768724543436606
